,id,ts1,td1,sd1
0,2.0,0.0,0.0317781515275,0.0
1,3.0,0.0,0.0317781515275,0.0
2,9.0,0.0,0.0175527409155,0.0
3,16.0,0.0,0.107536808509,0.0
4,17.0,0.0,0.107536808509,0.0
5,18.0,0.0,0.0,0.0
6,20.0,0.0,0.0,0.0
7,21.0,0.0,0.0,0.0
8,23.0,0.0,0.0,0.0
9,27.0,0.0,0.302320081055,0.0
10,34.0,0.0,0.163720975401,0.0
11,35.0,0.0,0.0758566567067,0.0
12,37.0,0.0,0.0758566567067,0.0
13,38.0,0.0,0.0758566567067,0.0
14,48.0,0.0,0.0533395213134,0.0
15,51.0,0.0,0.275563459156,0.0
16,65.0,0.0,0.0,0.0
17,69.0,0.0,0.245064173939,0.0
18,75.0,0.0,0.245064173939,0.0
19,81.0,0.0,0.245064173939,0.0
20,85.0,0.0,0.245064173939,0.0
21,88.0,0.0,0.081239404416,0.0
22,90.0,0.0,0.081239404416,0.0
23,92.0,0.0,0.081239404416,0.0
24,101.0,0.0,0.081239404416,0.0
25,105.0,0.0,0.0814934178379,0.0926963290857
26,106.0,0.0,0.081239404416,0.0
27,113.0,0.0,0.0,0.0
28,114.0,0.0,0.0,0.0
29,117.0,0.0,0.0937543682555,0.0
30,120.0,0.131199618865,0.0894904390773,0.018986866957
31,122.0,0.0,0.0937543682555,0.0
32,123.0,0.0,0.178868534386,0.0
33,125.0,0.0,0.178868534386,0.0
34,127.0,0.0,0.178868534386,0.0
35,136.0,0.0,0.0992829369022,0.0
36,138.0,0.0,0.0992829369022,0.0
37,143.0,0.0,0.253410472206,0.0
38,147.0,0.0,0.0204521770501,0.0
39,149.0,0.0,0.0204521770501,0.0
40,150.0,0.0,0.0204521770501,0.0
41,157.0,0.0,0.0204521770501,0.0
42,158.0,0.0,0.0204521770501,0.0
43,162.0,0.0,0.0,0.0
44,164.0,0.0,0.0750489143355,0.0
45,165.0,0.0,0.0750489143355,0.0
46,166.0,0.0,0.0750489143355,0.0
47,172.0,0.0,0.0691538674119,0.0
48,177.0,0.0,0.0691538674119,0.0
49,178.0,0.0,0.0691538674119,0.0
50,179.0,0.0,0.0691538674119,0.0
51,181.0,0.0,0.0691538674119,0.0
52,182.0,0.0,0.0691538674119,0.0
53,186.0,0.0,0.0691538674119,0.0
54,191.0,0.0,0.0691538674119,0.0
55,193.0,0.0,0.0691538674119,0.0
56,195.0,0.0,0.112650831693,0.0
57,201.0,0.0,0.132464369898,0.0
58,202.0,0.120422058199,0.120309379535,0.0241104124329
59,203.0,0.0,0.132464369898,0.0
60,205.0,0.0,0.132464369898,0.0
61,210.0,0.0,0.160054305567,0.0
62,214.0,0.0,0.0940411996509,0.0
63,215.0,0.0,0.0940411996509,0.0
64,223.0,0.0,0.0,0.0
65,226.0,0.0,0.0,0.0
66,227.0,0.0,0.0,0.0
67,233.0,0.0,0.0,0.0
68,241.0,0.0,0.0515446783562,0.0
69,245.0,0.0,0.0515446783562,0.0
70,255.0,0.0,0.0600897456196,0.0
71,257.0,0.0,0.109594635872,0.0
72,259.0,0.0,0.109594635872,0.0
73,261.0,0.0,0.109594635872,0.0
74,266.0,0.0,0.109594635872,0.0
75,270.0,0.0,0.109594635872,0.0
76,272.0,0.0,0.0559043536512,0.0
77,275.0,0.0,0.0559043536512,0.0
78,276.0,0.0,0.0559043536512,0.0
79,284.0,0.0,0.0,0.0762134053031
80,290.0,0.0,0.0179128216681,0.0
81,293.0,0.0,0.0378107901621,0.0
82,294.0,0.243748266079,0.0386208455423,0.0
83,297.0,0.0,0.0378107901621,0.0
84,305.0,0.0,0.257177155678,0.0
85,314.0,0.0,0.0125981322996,0.0
86,318.0,0.0,0.0125981322996,0.0
87,319.0,0.0,0.0125981322996,0.0
88,323.0,0.0,0.047845066712,0.0
89,327.0,0.0,0.047845066712,0.0
90,331.0,0.0,0.047845066712,0.0
91,334.0,0.0,0.047845066712,0.0
92,335.0,0.0,0.047845066712,0.0
93,340.0,0.0,0.0,0.0
94,341.0,0.263766375733,0.0451406597999,0.0
95,343.0,0.0,0.0440378413366,0.0
96,346.0,0.0,0.0440378413366,0.0
97,347.0,0.0,0.0440378413366,0.0
98,350.0,0.0,0.0440378413366,0.0
99,351.0,0.0,0.0,0.0
100,354.0,0.0,0.0,0.0
101,355.0,0.0,0.0,0.0
102,359.0,0.0,0.0,0.0
103,361.0,0.0,0.0,0.0
104,363.0,0.0,0.0,0.0
105,365.0,0.0,0.0,0.0
106,373.0,0.0,0.0,0.0
107,374.0,0.0,0.0,0.0
108,375.0,0.0,0.0,0.0
109,385.0,0.0,0.114603010502,0.0
110,389.0,0.0,0.106549823584,0.0
111,397.0,0.0,0.106549823584,0.0
112,400.0,0.0,0.106549823584,0.0
113,401.0,0.0,0.106549823584,0.0
114,402.0,0.0,0.106760572689,0.0261973039157
115,403.0,0.0,0.106549823584,0.0
116,407.0,0.0,0.106549823584,0.0
117,408.0,0.0,0.106549823584,0.0
118,411.0,0.0,0.106549823584,0.0
119,413.0,0.0,0.106549823584,0.0
120,418.0,0.0,0.106549823584,0.0
121,421.0,0.0,0.106549823584,0.0
122,422.0,0.0,0.106549823584,0.0
123,440.0,0.0,0.0628203549553,0.0
124,444.0,0.0,0.0628203549553,0.0
125,445.0,0.0,0.0628203549553,0.0
126,446.0,0.0,0.0628720209018,0.0287623991642
127,447.0,0.0,0.0628203549553,0.0
128,452.0,0.0666485322167,0.0551416584041,0.0284670256532
129,454.0,0.0,0.0628203549553,0.0
130,455.0,0.0,0.0628203549553,0.0
131,456.0,0.0,0.0628203549553,0.0
132,458.0,0.0,0.0628203549553,0.0
133,459.0,0.0,0.0628203549553,0.0
134,461.0,0.0,0.120267032405,0.0
135,468.0,0.0,0.072826897451,0.0995930468519
136,469.0,0.0,0.0725650514275,0.0
137,470.0,0.0,0.0725650514275,0.0
138,473.0,0.0,0.0725650514275,0.0
139,475.0,0.0,0.0,0.0
140,476.0,0.0,0.0,0.0
141,478.0,0.0,0.0,0.0
142,479.0,0.0,0.0,0.0
143,480.0,0.0,0.0,0.0
144,481.0,0.0,0.0,0.0
145,485.0,0.0,0.182973426423,0.0
146,491.0,0.0,0.203697310059,0.0
147,492.0,0.0,0.0576214776083,0.0
